results/title,results/features/0/genre_ids,results/features/0/production_companies/0,results/features/0/release_date,results/features/0/vote_average,results/features/0/vote_count,results/features/0/budget,results/features/0/star_popularity,,labels
The Hurt Locker,18,20343,10/10/2008,7.3,4399,15000000,19.416,,TRUE
Starsky & Hutch,35,7405,05/03/2004,5.8,1768,60000000,8.008,,TRUE
A Ghost Story,18,14634,24/04/2017,7.1,1774,100000,6.364,,TRUE
One Direction: This Is Us,99,34,30/08/2013,8.5,861,10000000,5.061,,FALSE
Austin Powers: The Spy Who Shagged Me,12,12,08/06/1999,6.2,2572,33000000,5.468,,TRUE
Operation Chromite,36,3965,27/07/2016,5.9,145,12700000,17.452,,TRUE
Kill Switch,878,91183,01/06/2017,4.8,182,1000000,6.344,,FALSE
Never Say Never Again,12,67984,07/10/1983,6,1018,36000000,6.707,,TRUE
Captain America,28,168,14/12/1990,4.7,307,3000000,1.62,,FALSE
Disturbia,53,4,12/04/2007,6.7,2800,20000000,9.026,,TRUE
Dragon Nest: Warriors' Dawn,14,60714,20/05/2014,7.7,79,40000000,15.399,,FALSE
Bicentennial Man,878,5,17/12/1999,7.2,2876,100000000,8.502,,FALSE
Taxi 3,28,6896,29/01/2003,5.7,1144,14500000,6.668,,TRUE
Cyborg X,28,74579,17/05/2016,5.8,52,1000000,5.444,,FALSE
Run Hide Fight,28,108781,10/09/2020,6.7,171,2000000,11.741,,FALSE
Unconditional,18,10985,21/09/2012,6.8,50,2000000,5.187,,FALSE
Teenage Mutant Ninja Turtles,878,12,30/03/1990,6.6,1273,13500000,2.704,,TRUE
The Omen,27,2767,06/06/1976,7.4,1407,2800000,5.528,,TRUE
Batman: Bad Blood,878,429,22/03/2016,7.2,586,3500000,4.581,,FALSE
Tango & Cash,28,4357,22/12/1989,6.4,1402,55000000,16.218,,TRUE
Meet Dave,35,444,08/07/2008,5.3,1092,60000000,6.975,,FALSE
Winchester,27,96645,02/02/2018,5.9,1453,3500000,8.297,,TRUE
I Kill Giants,14,12142,21/01/2018,6.2,974,15100000,4.971,,FALSE
1987: When the Day Comes,18,7036,27/12/2017,8,90,12308000,3.822,,TRUE
Anger Management,35,5,11/04/2003,6.1,2397,75000000,7.896,,TRUE
House of 1000 Corpses,27,1632,11/04/2003,6.2,1143,7000000,2.707,,TRUE
Into the Wild,12,1246,11/09/2007,7.8,7961,15000000,5.564,,TRUE
Pet Sematary II,27,4,28/08/1992,5.2,363,8000000,2.786,,TRUE
Recess: School's Out,878,3475,27/01/2001,6.5,256,10000000,4.683,,TRUE
Along with the Gods: The Last 49 Days,18,7819,01/08/2018,8.2,272,18300000,2.346,,TRUE
Contact,18,43910,11/07/1997,7.4,3337,90000000,11.766,,TRUE
A Wrinkle in Time,12,51164,08/03/2018,5.1,1536,103000000,4.89,,TRUE
Hero,18,724,22/07/2002,7.5,1670,31000000,13.86,,TRUE
There's Something About Mary,10749,25,15/07/1998,6.6,3989,23000000,9.635,,TRUE
The Strangers: Prey at Night,27,102836,07/03/2018,5.6,1039,12500000,6.786,,TRUE
Big Daddy,35,5,25/06/1999,6.4,2546,34200000,7.896,,TRUE
CHiPS,28,10424,16/01/2017,6.1,1006,25000000,8.636,,TRUE
Donnie Brasco,80,11317,27/02/1997,7.5,3345,35000000,17.926,,TRUE
Operation Red Sea,28,30148,16/02/2018,6.8,145,70000000,3.095,,TRUE
Charming,16,95590,26/03/2018,6.5,194,20000000,4.02,,FALSE
The Jackal,28,54502,14/11/1997,6.3,1407,60000000,23.315,,TRUE
World's Greatest Dad,35,1030,20/08/2009,6.6,435,10000000,8.502,,FALSE
A Few Good Men,18,903,11/12/1992,7.5,2545,40000000,18.064,,TRUE
Hang 'em High,37,60,31/07/1968,6.8,516,1800000,21.283,,TRUE
From Hell,27,476,08/02/2001,6.7,2192,35000000,17.926,,TRUE
Snow White: A Tale of Terror,14,10201,18/07/1997,5.9,186,26000000,13.999,,FALSE
The Family,80,104,13/09/2013,6.3,2413,30000000,7.459,,TRUE
An Officer and a Gentleman,18,4,28/07/1982,7,816,7500000,10.276,,TRUE
The Vatican Tapes,53,1632,24/07/2015,5.2,589,13000000,8.401,,FALSE
Rumble in the Bronx,80,2521,21/01/1995,6.8,698,7500000,44.932,,TRUE
The X Files,9648,545,19/06/1998,6.8,1164,66000000,6.068,,TRUE
Cliffhanger,28,23246,28/05/1993,6.4,1721,70000000,16.218,,TRUE
The Wailing,27,7485,12/05/2016,7.3,1150,10951000,1.22,,TRUE
Universal Soldier: Day of Reckoning,28,2982,04/10/2012,5.5,309,11500000,17.56,,FALSE
It's Only the End of the World,18,806,26/08/2016,7.2,1298,10000000,8.784,,FALSE
Frida,18,14,29/08/2002,7.5,1652,12000000,9.121,,TRUE
The Miseducation of Cameron Post,18,56403,18/07/2018,6.9,742,900000,38.089,,TRUE
Miracle on 34th Street,35,25,11/06/1947,7.4,481,630000,4.457,,TRUE
The Gods Must Be Crazy,28,22284,10/09/1980,7.3,809,5000000,3.799,,TRUE
The Legend of Zorro,28,56,24/10/2005,6.1,2303,75000000,5.97,,TRUE
S.W.A.T.: Firefight,28,333,01/03/2011,5.7,217,8000000,3.68,,FALSE
Coyote Ugly,35,9195,30/07/2000,6.3,1633,45000000,8.64,,TRUE
The Woman in Black,18,11448,03/02/2012,6.1,2885,17000000,11.28,,TRUE
Battle Royale,18,11539,16/12/2000,7.3,2511,4500000,2.591,,TRUE
The Hitcher,27,109817,17/01/1986,7,587,6000000,12.26,,FALSE
Liar Liar,35,33,21/03/1997,6.6,4283,45000000,16.29,,TRUE
Chestnut: Hero of Central Park,10751,8934,21/10/2004,7,130,6,8.457,,TRUE
The 6th Day,878,11317,17/11/2000,5.9,1521,82000000,18.005,,TRUE
Stitches,27,23457,19/05/2012,6.4,303,100000,1.418,,FALSE
Dominion: Prequel to the Exorcist,27,10210,20/05/2005,5.3,229,30000000,10.327,,FALSE
Cinema Paradiso,18,7110,17/11/1988,8.5,3132,5000000,1.486,,TRUE
The Warriors,28,4,09/02/1979,7.7,1556,4000000,2.159,,TRUE
Ice Princess,10751,2,17/03/2005,6.4,748,25000000,8.498,,TRUE
Nurse 3-D,27,1632,28/09/2013,5.2,299,10000000,5.286,,FALSE
Queen of the Damned,18,67988,10/02/2002,6,767,35000000,4.068,,TRUE
Species: The Awakening,27,2894,02/10/2007,4.7,157,3800000,7.265,,FALSE
The Butterfly Effect 2,18,6363,17/08/2006,4.9,700,6000000,2.432,,FALSE
The Legend of Hercules,28,1020,10/01/2014,4.7,1087,70000000,6.833,,FALSE
Carol,10749,1422,20/11/2015,7.5,2961,11800000,10.26,,TRUE
The Eagle,12,15357,08/02/2011,6.2,1014,25000000,10.405,,TRUE
Teen Wolf,35,3975,23/08/1985,6.2,820,1200000,5.158,,TRUE
Poseidon,12,449,10/05/2006,5.8,1637,160000000,9.836,,TRUE
Grease 2,35,4,11/06/1982,5.1,542,13200000,1.981,,TRUE
A Dangerous Method,18,78702,30/09/2011,6.3,1605,15000000,10.898,,TRUE
Batman: Gotham Knight,878,429,08/07/2008,6.7,451,3500000,3.589,,FALSE
Kin,878,2575,29/08/2018,6.2,648,30000000,2.399,,FALSE
Black Dog,28,33,01/05/1998,6.2,165,30000000,5.321,,FALSE
Police Story 3: Super Cop,28,2521,04/07/1992,6.8,309,900000,44.932,,TRUE
Walking Tall,12,13816,02/04/2004,6.3,1131,56000000,49.662,,TRUE
The Man in the Iron Mask,12,60,12/03/1998,6.6,3054,35000000,19.353,,TRUE
The Time Traveler's Wife,18,12,14/08/2009,6.9,1937,39000000,5.945,,TRUE
All About Eve,18,25,06/10/1950,8.2,1124,1400000,5.109,,TRUE
Yesterday,10402,10163,27/06/2019,6.7,2939,26000000,3.123,,TRUE
The Fly,27,396,15/08/1986,7.4,3125,15000000,7.44,,TRUE
Colonia,18,2094,24/06/2015,7.3,1574,14000000,17.038,,FALSE
The Counselor,53,1645,25/10/2013,5.2,1461,25000000,10.205,,TRUE
Meet the Fockers,35,33,22/12/2004,6.2,3810,80000000,8.008,,TRUE
The Deer Hunter,18,33,09/03/1978,8,2763,15000000,7.459,,TRUE
Casablanca,18,174,26/11/1942,8.2,3988,878000,4.075,,TRUE
Marvel One-Shot: The Consultant,12,420,13/09/2011,6.5,316,500000,4.23,,FALSE
The Young Messiah,18,10146,10/03/2016,6.3,93,18500000,1.051,,FALSE
Moonraker,28,60,26/06/1979,6.1,1400,34000000,9.236,,TRUE
The Upside,35,1423,10/01/2019,7.1,894,37500000,10.293,,TRUE
Sleep Tight,53,7956,14/10/2011,7.1,762,5000000,4.162,,FALSE
Torque,28,333,16/01/2004,5.1,397,40000000,10.715,,TRUE
The Wandering Earth,878,14714,05/02/2019,6.4,513,48000000,1.854,,FALSE
Hubie Halloween,35,878,07/10/2020,6.1,1139,14000000,7.896,,FALSE
The Possession of Hannah Grace,27,3287,29/11/2018,5.6,964,7700000,5.81,,TRUE
Solomon Kane,12,342,16/09/2009,5.9,1044,45000000,17.437,,FALSE
Casino,80,33,22/11/1995,8,4217,52000000,7.459,,TRUE
End of Watch,80,47354,20/09/2012,7.3,2473,7000000,14.076,,TRUE
Date Movie,35,508,17/02/2006,4.2,722,20000000,5.883,,TRUE
Stand by Me,80,5,08/08/1986,7.9,4330,8000000,6.062,,TRUE
Robinson Crusoe,16,8676,04/02/2016,5.8,253,13500000,1.4,,TRUE
Flight of the Phoenix,28,54004,17/12/2004,6,647,45000000,7.718,,FALSE
Vice,18,81,25/12/2018,7.1,2603,60000000,14.314,,TRUE
Upgrade,28,6748,01/06/2018,7.5,3095,5000000,5.614,,TRUE
White Girl,18,71894,02/09/2016,5.7,365,700000,3.829,,FALSE
Jackass Number Two,28,4,22/09/2006,6.4,783,11000000,5.844,,TRUE
Automata,53,4434,09/10/2014,5.8,1333,7000000,5.97,,FALSE
Candyman,18,278,16/10/1992,6.5,1083,6000000,13.059,,TRUE
Licence to Kill,12,7576,07/07/1989,6.3,1389,32000000,13.735,,TRUE
Bridget Jones: The Edge of Reason,35,14,10/11/2004,6.3,2254,40000000,9.226,,TRUE
Diary of a Wimpy Kid: Dog Days,35,711,02/08/2012,6.3,701,22000000,5.362,,TRUE
Land of the Dead,27,55518,24/06/2005,6.2,1147,15000000,0.6,,TRUE
Dracula Untold,27,33,01/10/2014,6.4,5049,70000000,8.771,,TRUE
Dennis the Menace,10751,3592,23/06/1993,5.8,1097,35000000,5.134,,TRUE
On Her Majesty's Secret Service,12,7576,12/12/1969,6.6,1314,6500000,6.373,,TRUE
Nine 1/2 Weeks,18,22297,09/02/1986,6.1,686,17000000,6.501,,FALSE
La Haine,18,22684,31/05/1995,8.1,2715,2600000,7.263,,TRUE
Beautiful Boy,18,81,12/10/2018,7.5,1682,25000000,13.271,,FALSE
Starship Troopers 2: Hero of the Federation,12,3483,20/04/2004,4.2,404,7000000,3.356,,FALSE
22-Jul,36,258,04/10/2018,7.2,888,20000000,5.072,,FALSE
Blow,80,12,04/04/2001,7.4,3482,53000000,17.926,,TRUE
Desperado,53,11705,25/08/1995,6.9,2156,7000000,5.97,,TRUE
Stardust,12,4,09/08/2007,7.2,3171,70000000,9.52,,TRUE
Adrift,53,47729,31/05/2018,6.9,2149,35000000,10.698,,FALSE
Brahms: The Boy II,27,47729,20/02/2020,6,916,10000000,3.767,,TRUE
What's Eating Gilbert Grape,10749,4,17/12/1993,7.7,2988,11000000,17.926,,FALSE
TMNT,12,138907,23/03/2007,6,794,34000000,11.369,,TRUE
The Head Hunter,27,115932,05/04/2019,5.3,208,30000,2.086,,TRUE
Street Fighter,28,7220,23/12/1994,4.5,1087,35000000,17.56,,TRUE
Star Trek IV: The Voyage Home,878,4,26/11/1986,7.2,1064,24000000,4.889,,TRUE
I Now Pronounce You Chuck & Larry,35,33,12/07/2007,6,1787,85000000,7.896,,TRUE
Escape from Planet Earth,16,2213,14/02/2013,5.7,605,40000000,9.913,,TRUE
Minari,18,81,12/02/2021,7.4,900,2000000,5.557,,TRUE
Jessabelle,53,37845,07/11/2014,5.4,619,1000000,9.808,,TRUE
Lupin the Third: The Castle of Cagliostro,10751,7164,15/12/1979,7.5,711,7202188,2.857,,TRUE
Keeping Up with the Joneses,28,49325,20/10/2016,6.1,1616,40000000,10.368,,FALSE
Danger Close: The Battle of Long Tan,10752,101576,08/08/2019,6.9,198,23934823,9.427,,FALSE
The Girl in the Spider's Web,28,71170,25/10/2018,6.1,1028,43000000,11.917,,FALSE
Certain Women,18,11341,25/09/2016,5.9,241,2000000,7.749,,FALSE
Seven Samurai,28,882,26/04/1954,8.5,2449,2000000,3.041,,FALSE
Taxi,28,3929,06/10/2004,5.5,751,25000000,4.373,,TRUE
"Crouching Tiger, Hidden Dragon",12,2269,06/07/2000,7.4,2416,17000000,5.298,,TRUE
Barbershop,35,21,01/04/2002,6.3,345,12000000,7.526,,TRUE
Spy Game,28,33,18/11/2001,6.9,1556,115000000,6.667,,TRUE
Amityville II: The Possession,27,10308,24/09/1982,5.8,225,5000000,1.891,,TRUE
Upside Down,10749,53495,27/09/2012,6.2,2105,60000000,15.534,,FALSE
Near Dark,27,484,02/10/1987,6.9,469,5000000,7.84,,FALSE
Some Like It Hot,35,219,19/03/1959,8.2,2570,2883848,5.036,,TRUE
The Pyramid,27,48244,04/12/2014,5.2,774,6500000,2.806,,TRUE
Shock Wave,28,20543,20/04/2017,7,97,23000000,11.388,,FALSE
Gothika,27,1786,21/11/2003,6.1,1736,40000000,14.122,,TRUE
Rosemary's Baby,18,10324,12/06/1968,7.8,2910,3200000,3.563,,TRUE
The Zookeeper's Wife,18,7419,31/03/2017,7.4,1247,20000000,10.049,,TRUE
The Grudge,27,768,01/01/2020,5.6,857,10000000,12.158,,TRUE
New Year's Eve,35,12,08/12/2011,5.9,1778,56000000,7.459,,TRUE
Signs,18,9195,02/08/2002,6.6,4298,72000000,12.025,,TRUE
Judas and the Black Messiah,18,79426,12/02/2021,7.5,843,26000000,4.197,,FALSE
Starship Troopers,12,9195,07/11/1997,7,3587,105000000,4.034,,TRUE
It's Complicated,35,33,23/12/2009,6.5,1087,85000000,5.308,,TRUE
War Horse,10752,9195,25/12/2011,7.3,2712,66000000,3.846,,TRUE
Batman: Gotham by Gaslight,53,2785,12/01/2018,6.7,509,1000000,3.64,,TRUE
What's Your Number?,35,508,30/09/2011,6.5,1885,20000000,12.685,,TRUE
Barbershop: The Next Cut,35,12,15/04/2016,6.3,364,20000000,7.526,,TRUE
Taxi,28,6896,08/04/1998,6.6,1822,8700000,6.668,,TRUE
Miss Congeniality,35,79,22/12/2000,6.5,3022,45000000,14.727,,TRUE
Maximum Overdrive,27,484,25/07/1986,5.7,493,10000000,5.67,,FALSE
Revolt,878,7625,01/07/2017,5.5,265,4000000,10.234,,FALSE
Magic in the Moonlight,35,12966,25/07/2014,6.5,1761,16800000,4.431,,TRUE
Shortbus,10749,1615,04/10/2006,6.4,359,2000000,0.908,,TRUE
The Peacemaker,28,7,26/09/1997,6,711,50000000,8.447,,TRUE
Upon the Magic Roads,12,318,18/02/2021,6.6,19,8020000,1.919,,FALSE
Two Weeks Notice,35,4258,19/12/2002,6.4,1610,60000000,14.727,,TRUE
Flight,18,4,02/11/2012,6.8,4851,31000000,15.757,,TRUE
Don Jon,10749,11092,12/09/2013,6,3612,3000000,7.419,,FALSE
All I See Is You,9648,23644,10/08/2017,5.1,479,30000000,6.891,,FALSE
Diamonds Are Forever,12,60,13/12/1971,6.4,1475,7200000,6.707,,TRUE
The Outlaw Josey Wales,37,174,14/07/1976,7.5,789,3700000,21.283,,TRUE
The Firm,18,932,30/06/1993,6.8,1459,42000000,18.064,,TRUE
Romeo + Juliet,18,240,01/11/1996,6.8,4059,14500000,19.353,,TRUE
Dragon: The Bruce Lee Story,18,3410,07/05/1993,6.9,499,14000000,3.22,,TRUE
The Basketball Diaries,18,12,21/04/1995,7.4,1424,2000000,19.353,,TRUE
Lost in Translation,35,70,18/09/2003,7.4,5695,4000000,15.162,,TRUE
Slither,27,655,31/03/2006,6.5,1078,15000000,10.275,,FALSE
Bridget Jones's Baby,35,10163,14/09/2016,6.5,2509,35000000,9.226,,TRUE
The Dukes of Hazzard: The Beginning,28,4811,04/03/2007,6.2,152,5000000,5.02,,FALSE
Star Trek: The Motion Picture,878,4,07/12/1979,6.5,1244,35000000,4.889,,TRUE
School of Rock,35,4,03/10/2003,7.1,4428,35000000,9.805,,TRUE
Sex and Death 101,35,251,15/06/2007,6,199,5,7.789,,FALSE
The Outpost,10752,1020,24/06/2020,6.9,662,18000000,3.249,,FALSE
Fred Claus,28,53061,03/11/2007,5.7,646,100000000,7.681,,FALSE
City of Angels,10749,507,10/04/1998,6.8,1663,55000000,21.264,,TRUE
Valkyrie,18,60,25/12/2008,6.9,2843,75000000,18.064,,TRUE
Cosmoball,878,103165,27/08/2020,6.4,151,15000000,4.613,,FALSE
Ricki and the Flash,35,34034,10/07/2015,5.8,608,18000000,5.308,,TRUE
Ip Man 4: The Finale,28,126771,19/12/2019,7.3,1469,52000000,10.299,,FALSE
I Hope They Serve Beer in Hell,35,12622,25/09/2009,5,56,7000000,8.47,,FALSE
Blue Is the Warmest Color,10749,850,09/10/2013,7.1,3670,4300000,10.693,,TRUE
Charlie St. Cloud,10749,2527,30/07/2010,7,1880,44000000,9.517,,TRUE
Airplane!,35,4,02/07/1980,7.3,3328,3500000,1.96,,TRUE
Idiocracy,12,25,01/09/2006,6.3,1962,30000000,6.896,,FALSE
Going in Style,80,79,06/04/2017,6.7,2212,25000000,16.914,,TRUE
Crash,18,1632,06/05/2005,7.3,2711,6500000,14.727,,TRUE
The Artist,18,8676,12/10/2011,7.4,2576,15000000,9.794,,TRUE
Legends of Oz: Dorothy's Return,16,48471,08/05/2014,6.1,222,70000000,3.294,,FALSE
12 Years a Slave,18,10104,18/10/2013,7.9,9306,20000000,5.873,,TRUE
Big Eyes,18,308,24/12/2014,7,2963,10000000,18.172,,TRUE
Vertigo,9648,4,28/05/1958,8.2,4332,2479000,6.492,,TRUE
The Bad Batch,18,90733,23/06/2017,5.2,811,6000000,5.327,,FALSE
Monty Python and the Holy Grail,12,416,25/05/1975,7.8,4470,400000,1.04,,TRUE
Run Lola Run,28,96,03/03/1998,7.4,1626,1530000,4.083,,TRUE
Free State of Jones,28,50481,24/06/2016,6.7,1165,50000000,11.322,,FALSE
JFK,18,525,20/12/1991,7.6,1515,40000000,11.424,,TRUE
Security,28,74795,04/03/2017,6.1,577,15000000,5.97,,FALSE
Texas Chainsaw Massacre: The Next Generation,27,17479,22/09/1995,4.2,359,600000,9.226,,FALSE
The Day the Earth Stood Still,18,6332,10/12/2008,5.5,2615,80000000,26.532,,TRUE
Spring Breakers,18,78780,24/01/2013,5.2,3309,5000000,7.716,,TRUE
My Bloody Valentine,9648,1632,16/01/2009,5.6,863,15000000,6.1,,TRUE
Carlito's Way,80,33,10/11/1993,7.9,2331,30000000,18.645,,TRUE
Gold,12,2877,03/02/2016,6.6,1277,20000000,11.322,,FALSE
Widows,80,10104,06/11/2018,6.5,1794,42000000,7.333,,TRUE
Teenage Mutant Ninja Turtles III,28,53677,17/03/1993,5.4,566,21000000,3.435,,TRUE
The Fourth Kind,9648,33,06/11/2009,6.2,1205,10000000,13.465,,TRUE
Doctor Dolittle,35,25,26/06/1998,5.7,2427,71000000,6.975,,TRUE
Lake Placid,27,67109,15/07/1999,5.8,821,27000000,23.038,,TRUE
RED,28,491,13/10/2010,6.7,5499,58000000,23.315,,TRUE
The Black Cauldron,16,10531,24/07/1985,6.5,927,25000000,0.6,,FALSE
Final Fantasy: The Spirits Within,12,20033,02/07/2001,6.2,1134,137000000,5.254,,FALSE
Nowhere to Run,28,5,15/01/1993,6.3,474,15000000,17.56,,TRUE
Apollo 13,18,23,30/06/1995,7.4,4253,52000000,22.904,,TRUE
Little Monsters,12,1302,25/08/1989,5.8,157,7000000,4.623,,FALSE
Punisher: War Zone,28,1632,05/12/2008,5.8,809,20500000,4.145,,FALSE
Don't Be Afraid of the Dark,14,14,06/11/2010,5.7,835,25000000,3.767,,TRUE
13 Sins,27,7405,18/04/2014,6.3,832,5000000,1.4,,FALSE
In the Blood,28,3635,04/04/2014,5.9,279,10000000,10.46,,FALSE
Big Fat Liar,10751,33,08/02/2002,5.9,645,15000000,3.983,,TRUE
Hard Target,28,11462,20/08/1993,6.3,783,18000000,17.56,,TRUE
Jaws 3-D,53,79415,16/03/1983,4.4,901,20500000,7.718,,TRUE
Thelma,18,850,15/09/2017,6.9,666,5741614,3.72,,FALSE
The Awakening,27,288,17/08/2011,6.4,1121,4798235,10.93,,FALSE
Middle Men,18,4,17/05/2009,6.5,221,22000000,6.896,,FALSE
Looney Tunes: Back in Action,16,2785,14/11/2003,6.4,1159,80000000,9.913,,FALSE
Just Like Heaven,14,384,16/09/2005,6.9,1808,58000000,14.623,,TRUE
The Space Between Us,10749,85283,26/01/2017,7.1,2081,30000000,16.29,,FALSE
Born to Raise Hell,28,6548,19/10/2010,4.7,67,10000000,10.438,,FALSE
The Rhythm Section,28,7437,31/01/2020,5.5,431,50000000,6.891,,FALSE
Highlander,12,2737,07/03/1986,6.9,1892,16000000,5.787,,FALSE
Billy Lynn's Long Halftime Walk,18,30148,10/11/2016,5.9,444,40000000,2.733,,FALSE
Unleashed,28,104,02/02/2005,6.9,1494,45000000,13.86,,TRUE
Patch Adams,35,33,25/12/1998,7.3,2586,50000000,8.502,,TRUE
Magnolia,18,178,10/12/1999,7.7,2576,37000000,0.728,,TRUE
The Last Song,18,9195,31/03/2010,7.2,2965,20000000,3.863,,TRUE
Blair Witch,53,829,15/09/2016,5.2,1549,5000000,1.62,,TRUE
Uptown Girls,10751,21,15/08/2003,6.5,608,20000000,9.043,,TRUE
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,878,2521,22/03/1991,6.1,794,25000000,6.576,,TRUE
"Honey, I Shrunk the Kids",12,32,23/06/1989,6.3,2328,18000000,3.878,,TRUE
What Lies Beneath,18,11395,21/07/2000,6.4,1375,100000000,10.614,,TRUE
Loving,10749,188,04/11/2016,6.7,762,9000000,6.493,,FALSE
Hidalgo,37,9195,04/02/2004,6.8,903,100000000,8.716,,TRUE
MouseHunt,35,7,19/12/1997,6.5,947,38000000,4.319,,TRUE
The Haunting,27,7,23/07/1999,5.4,1029,80000000,6.182,,TRUE
Babylon A.D.,28,11259,20/08/2008,5.6,1589,70000000,24.857,,TRUE
Term Life,53,10339,29/04/2016,5.9,221,16500000,7.681,,FALSE
The Omen,27,519,06/06/2006,5.5,776,25000000,5.3,,TRUE
When We First Met,35,10208,09/02/2018,6.6,1987,10000000,6.046,,FALSE
Super Mario Bros.,12,915,28/05/1993,4.2,860,48000000,3.198,,FALSE
The Hunted,18,11462,11/03/2003,6.1,525,55000000,11.806,,FALSE
Battle for the Planet of the Apes,28,22542,15/06/1973,5.8,613,1700000,3.677,,TRUE
Small Soldiers,35,56,10/07/1998,6.5,1614,40000000,5.912,,TRUE
The Next Karate Kid,28,5,18/07/1994,5.3,736,12000000,7.24,,TRUE
Cyborg,878,1444,07/04/1989,5.5,478,500000,17.56,,TRUE
The Lords of Salem,27,7437,10/09/2012,5.5,653,1500000,5.468,,FALSE
The Breakfast Club,35,33,15/02/1985,7.8,6527,1000000,5.67,,TRUE
Meet Joe Black,14,33,12/11/1998,7.2,3667,90000000,14.959,,TRUE
It Comes at Night,18,41077,09/06/2017,5.8,1845,5000000,2.523,,TRUE
Safety Not Guaranteed,35,1974,08/06/2012,6.8,1101,750000,5.558,,TRUE
About Last Night,35,7291,14/02/2014,6,425,12500000,10.293,,TRUE
Live by Night,80,562,25/12/2016,6.2,1061,108000000,7.925,,FALSE
Ran,28,1598,01/06/1985,8.1,1036,11500005,6.037,,TRUE
Mirror Mirror,12,11581,15/03/2012,5.9,2785,85000000,11.696,,TRUE
Lethal Weapon 4,28,1885,10/07/1998,6.6,1971,140000000,12.025,,TRUE
Look Who's Talking,35,8821,12/10/1989,6.3,1802,7500000,8.529,,TRUE
New Nightmare,27,12,13/10/1994,6.4,976,14000000,2.916,,TRUE
The Bling Ring,18,3012,12/06/2013,5.4,2667,15000000,1.4,,TRUE
3 Days to Kill,28,4022,14/02/2014,6.1,1737,28000000,11.424,,TRUE
The Rocky Horror Picture Show,35,463,14/08/1975,7.6,2108,1200000,12.688,,TRUE
Stuber,28,129200,11/07/2019,6.7,971,16000000,22.646,,TRUE
The Jungle Book 2,10751,5391,07/02/2003,5.9,920,20000000,8.338,,TRUE
Ocean's Thirteen,80,79,06/06/2007,6.7,5055,85000000,8.447,,TRUE
Reign of Fire,12,80,12/07/2002,6.1,1695,60000000,14.314,,TRUE
Hop,16,6704,30/03/2011,5.7,958,63000000,3.614,,TRUE
Ruby Sparks,35,2570,25/07/2012,7.1,1259,8000000,7.568,,TRUE
Cannibal Holocaust,27,17893,07/02/1980,6.3,1136,100000,3.177,,FALSE
Old School,35,2364,21/02/2003,6.6,1338,24000000,6.896,,TRUE
Dumb and Dumberer: When Harry Met Lloyd,35,12,14/04/2003,4.1,615,19000000,5.143,,TRUE
The Five-Year Engagement,35,33,27/04/2012,5.8,1085,30000000,5.034,,TRUE
Late Night,35,7493,25/01/2019,6.5,600,4000000,15.196,,TRUE
The Princess Bride,12,49243,25/09/1987,7.6,3559,16000000,7.232,,TRUE
Police Academy,35,7965,22/03/1984,6.6,1926,4500000,7.357,,TRUE
Careful What You Wish For,18,50147,06/05/2015,6.1,315,8000000,3.754,,FALSE
Twins,35,33,08/12/1988,6,1667,15000000,18.005,,TRUE
Miami Vice,28,52846,27/07/2006,5.9,1289,135000000,9.973,,TRUE
RockNRolla,28,694,04/09/2008,7,2242,18000000,12.856,,TRUE
Blue Story,80,4,22/11/2019,7.2,117,1600000,0.98,,TRUE
G-Force,10751,2,21/07/2009,5.4,1424,150000000,6.246,,TRUE
Miss Bala,28,11581,01/02/2019,6.4,394,15000000,5.833,,TRUE
Stomp the Yard,18,3287,16/05/2007,6.7,291,13000000,2.638,,TRUE
Vivarium,878,18078,07/09/2019,6,1151,4000000,7.21,,FALSE
Indecent Proposal,10749,4,07/04/1993,6.3,1036,38000000,6.667,,TRUE
Lost in Space,878,30253,03/04/1998,5.3,931,80000000,0.6,,TRUE
Revolutionary Road,18,258,19/12/2008,6.9,3032,35000000,19.353,,TRUE
Austin Powers in Goldmember,35,595,26/07/2002,6,2439,63000000,5.468,,TRUE
I.T.,80,5353,09/09/2016,5.4,493,13000000,21.16,,FALSE
Jaws 2,27,33,16/06/1978,5.9,1391,20000000,6.629,,TRUE
Poltergeist III,27,21,10/06/1988,5.2,337,10500000,11.225,,TRUE
Transformers,12,7,27/06/2007,6.7,8910,150000000,9.026,,TRUE
The Fanatic,80,77079,30/08/2019,4.6,195,18000000,8.033,,FALSE
Color Out of Space,27,34519,07/09/2019,6,865,6000000,21.264,,FALSE
The Haunting in Connecticut 2: Ghosts of Georgia,27,12026,01/02/2013,5.8,399,9000000,5.671,,FALSE
Casino Royale,12,1482,13/04/1967,5.4,510,12000000,5.992,,TRUE
Dangerous Minds,18,10288,11/08/1995,6.9,823,23000000,8.299,,TRUE
Early Man,10751,297,26/01/2018,6.1,619,50000000,6.826,,TRUE
Sing Street,35,513,11/03/2016,7.9,1798,4000000,1.27,,TRUE
Where Is Anne Frank,16,55968,25/11/2021,0,0,22000000,3.188,,FALSE
Alien Overlords,28,12885,14/11/2018,4.1,10,1000000,0.6,,FALSE
The Spy Who Dumped Me,28,23,02/08/2018,6.4,1821,40000000,13.952,,FALSE
Kickboxer,28,4255,20/04/1989,6.8,1001,1500000,17.56,,TRUE
Lake Placid 3,27,12029,21/08/2010,5.3,152,2500000,4.509,,FALSE
